,subjID,edgeRT,model,trial,group,condition,block,logRT_ms
2946,s597,11826.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.378055776380775
2947,s597,5578.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.626585568187433
2948,s597,14936.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.611529685221559
2949,s598,5415.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,8.596928159435091
2950,s598,5535.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.618846845142738
2951,s598,7362.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.904086913938967
2952,s598,5537.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.619208116822968
2953,s598,18910.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,9.847446161652503
2954,s599,15918.0,Bayes Optimal Teacher,14.0,Incongruent,No Scaffolding,test,9.675205823365795
2955,s599,5286.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.572817095164234
2956,s599,3674.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.20903626577507
2957,s599,3474.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.153061946801051
2958,s599,17502.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.770070439095777
2959,s600,8712.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,9.072456664612796
2960,s600,6453.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.77230041793584
2961,s600,4972.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,8.511577452630602
2962,s600,9399.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,9.148358579620302
2963,s600,13157.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.484709215365838
2964,s601,11867.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,9.38151671766514
2965,s601,13513.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,9.511407464038086
2966,s601,8458.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.042868018032435
2967,s601,5434.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.600430789986293
2968,s601,37597.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,10.534679538960773
2969,s602,13224.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.48978863950086
2970,s602,15018.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.61700476065983
2971,s602,10066.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.216918687336305
2972,s602,8629.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.062883902508307
2973,s602,24551.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.10850786559065
2974,s603,11838.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.37906997525067
2975,s603,7113.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.869679374733515
2976,s603,3126.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.047509510981422
2977,s603,3502.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.161089512845797
2978,s603,16865.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.732995747495751
2979,s604,12959.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.469545806435415
2980,s604,6676.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.806274284781725
2981,s604,8623.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.062188330952324
2982,s604,5287.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.57300625623545
2983,s604,25677.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.153350928549719
2984,s605,4330.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,8.373322820996535
2985,s605,3656.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.204124932574041
2986,s605,2370.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,7.7706452341291765
2987,s605,2204.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,7.698029170272805
2988,s605,2423.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,7.792761720816526
2989,s606,40543.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,10.610118418254732
2990,s606,18161.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.807031716718498
2991,s606,10900.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,9.296518068217235
2992,s606,14461.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.579210649614792
2993,s606,37882.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,10.542231344216686
2994,s607,3514.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.164510268747042
2995,s607,8216.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.013838751608395
2996,s607,10140.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.224243277145174
2997,s607,3858.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.257904193465674
2998,s607,7563.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,8.93102321585603
2999,s608,8123.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,9.002454823050954
3000,s608,5241.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.564267598802166
3001,s608,24060.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,10.08830598952867
3002,s608,6724.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.813438494528507
3003,s608,16909.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.735601303538429
3004,s609,15582.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,9.653871680890804
3005,s609,11523.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,9.352100317014015
3006,s609,4333.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,8.374015421739909
3007,s609,4087.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,8.315566483564277
3008,s609,5383.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,8.591001118560957
3009,s610,2181.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,7.687538766201629
3010,s610,4055.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.307705966549513
3011,s610,3767.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.23403420769204
3012,s610,2031.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,7.616283561580385
3013,s610,4599.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,8.433594167539924
3014,s611,6778.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,8.821437352166997
3015,s611,5945.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,8.690305809124883
3016,s611,4221.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,8.347827345782498
3017,s611,8651.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,9.065430200180375
3018,s611,13712.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.52602664083756
3019,s612,3681.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,8.210939733379021
3020,s612,3633.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.197814032221203
3021,s612,2842.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,7.952263308657046
3022,s612,3090.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.035926369891792
3023,s612,11307.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.333177281935246
3024,s613,13351.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,9.499346567390095
3025,s613,5667.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.64241515616962
3026,s613,8155.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,9.006386515055114
3027,s613,3103.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,8.04012466444838
3028,s613,9140.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,9.120415664448196
3029,s614,3319.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,8.107418811719974
3030,s614,5843.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,8.672999642554437
3031,s614,20183.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,9.912595944900119
3032,s614,5540.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,8.61974977974133
3033,s614,3816.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,8.246958032568177
3034,s615,30070.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,10.311283275982575
3035,s615,5915.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.685246776412487
3036,s615,12083.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.399554785027307
3037,s615,23166.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,10.05044096549229
3038,s615,19442.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.875190953381015
3039,s616,11042.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,9.30946146284399
3040,s616,9385.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,9.14686794902061
3041,s616,11636.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,9.361859019615093
3042,s616,12215.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,9.41041998369184
3043,s616,12605.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.44184883962202
3044,s617,2984.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,8.001019961323651
3045,s617,3234.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,8.081475040137052
3046,s617,6358.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,8.757469141470748
3047,s617,6400.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.764053269347762
3048,s617,2831.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,7.9483852851118995
3049,s618,8011.0,Reward Heuristic,15.0,Incongruent,Inference Scaffolding,test,8.988570876215118
3050,s618,9346.0,Reward Heuristic,16.0,Incongruent,Inference Scaffolding,test,9.142703723260372
3051,s618,8875.0,Reward Heuristic,17.0,Incongruent,Inference Scaffolding,test,9.090993614343617
3052,s618,10846.0,Reward Heuristic,18.0,Incongruent,Inference Scaffolding,test,9.291551627401006
3053,s618,8038.0,Reward Heuristic,19.0,Incongruent,Inference Scaffolding,test,8.991935575009146
3054,s619,4491.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.409830673087738
3055,s619,11864.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.381263883817768
3056,s619,19928.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,9.899881056942016
3057,s619,10121.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.222367752188902
3058,s619,16314.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.699778913860525
3059,s620,14007.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.547312483639047
3060,s620,16207.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.69319852665812
3061,s620,22876.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,10.037843605035206
3062,s620,16142.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.689179849884317
3063,s620,28744.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,10.266184328793354
3064,s621,18429.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,9.821680789832037
3065,s621,9249.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,9.13227071655426
3066,s621,12759.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,9.453992183921743
3067,s621,12377.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,9.423595190540022
3068,s621,14079.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.552439604462528
3069,s622,22265.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,10.010771217755803
3070,s622,3338.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.11312710422178
3071,s622,8357.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,9.030854790001436
3072,s622,14958.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,9.613001552751612
3073,s622,15104.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,9.622714888385282
3074,s623,13695.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,9.524786081697178
3075,s623,10143.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,9.224539091375995
3076,s623,8549.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,9.053569596026234
3077,s623,3901.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.268988209506656
3078,s623,3114.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,8.043663352393944
3079,s624,3325.0,Bayes Optimal Teacher,15.0,Incongruent,No Scaffolding,test,8.109224953089955
3080,s624,3798.0,Bayes Optimal Teacher,16.0,Incongruent,No Scaffolding,test,8.242229891372231
3081,s624,4158.0,Bayes Optimal Teacher,17.0,Incongruent,No Scaffolding,test,8.332789468417959
3082,s624,2902.0,Bayes Optimal Teacher,18.0,Incongruent,No Scaffolding,test,7.973155433444133
3083,s624,10803.0,Bayes Optimal Teacher,19.0,Incongruent,No Scaffolding,test,9.287579152316985
3084,s625,26468.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,10.18369173513195
3085,s625,6740.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,8.815815203906352
3086,s625,19333.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.869568759332502
3087,s625,4773.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,8.470730317005897
3088,s625,13234.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.490544554572004
3089,s626,9785.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,9.188605879830176
3090,s626,13914.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,9.540650806483587
3091,s626,18190.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,9.808627271512169
3092,s626,17738.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,9.783464509936397
3093,s626,25574.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,10.149331489371114
3094,s627,6909.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,8.840580188488795
3095,s627,14717.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,9.596758567164112
3096,s627,14488.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,9.58107599956325
3097,s627,7881.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.97221007835365
3098,s627,11099.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,9.31461029315198
3099,s628,7680.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.946374826141717
3100,s628,3626.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.195885391314796
3101,s628,3042.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.020270472819238
3102,s628,2218.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,7.704361167910313
3103,s628,14650.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.592195614445213
3104,s629,7361.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,8.903951072058707
3105,s629,5260.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.567886305731756
3106,s629,9368.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.145054905277552
3107,s629,13178.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,9.486304051473764
3108,s629,11231.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.326433090963036
3109,s630,12163.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.406153835618436
3110,s630,32606.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,10.3922515994996
3111,s630,12044.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,9.396321889601625
3112,s630,14245.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,9.56416124693201
3113,s630,21993.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,9.998479499891696
3114,s631,11983.0,Bayes Optimal Teacher,15.0,Incongruent,Reward Scaffolding,test,9.391244257682517
3115,s631,8569.0,Bayes Optimal Teacher,16.0,Incongruent,Reward Scaffolding,test,9.055906318669118
3116,s631,9891.0,Bayes Optimal Teacher,17.0,Incongruent,Reward Scaffolding,test,9.199380531739841
3117,s631,10662.0,Bayes Optimal Teacher,18.0,Incongruent,Reward Scaffolding,test,9.274441297382706
3118,s631,8677.0,Bayes Optimal Teacher,19.0,Incongruent,Reward Scaffolding,test,9.06843112579349
3119,s632,13656.0,Reward Heuristic,13.0,Incongruent,Reward Scaffolding,test,9.521934264474277
3120,s632,27905.0,Reward Heuristic,14.0,Incongruent,Reward Scaffolding,test,10.236561163222534
3121,s632,9484.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,9.157361447185297
3122,s632,11838.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,9.37906997525067
3123,s632,6814.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.826734598220911
3124,s633,1499.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,7.312553498102598
3125,s633,2151.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,7.67368812926773
3126,s633,7257.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,8.889721799278137
3127,s633,4059.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,8.308691916838898
3128,s633,2456.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,7.806289289267033
3129,s634,4202.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,8.343315881404946
3130,s634,5425.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,8.59877317840866
3131,s634,14462.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,9.579279798734897
3132,s634,7700.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,8.948975607841776
3133,s634,6809.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,8.826000545482966
3134,s636,14140.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.556762939450564
3135,s636,7912.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,8.976135873302548
3136,s636,8929.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.097059685517216
3137,s636,8741.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.075779878580487
3138,s636,29717.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.299474551610182
3139,s637,21900.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,9.994241915804592
3140,s637,13402.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,9.503159228533116
3141,s637,11563.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,9.355565624128962
3142,s637,12362.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,9.422382530219219
3143,s637,8490.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,9.046644279305394
3144,s638,24876.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,10.12165876222378
3145,s638,13022.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,9.474395513796807
3146,s638,4840.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.484669999710677
3147,s638,4217.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.34687925374656
3148,s638,18004.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.798349234412823
3149,s639,8954.0,Bayes Optimal Teacher,15.0,Congruent,Inference Scaffolding,test,9.09985563880091
3150,s639,4626.0,Bayes Optimal Teacher,16.0,Congruent,Inference Scaffolding,test,8.439447842791385
3151,s639,5346.0,Bayes Optimal Teacher,17.0,Congruent,Inference Scaffolding,test,8.584103896698863
3152,s639,3162.0,Bayes Optimal Teacher,18.0,Congruent,Inference Scaffolding,test,8.058960017769417
3153,s639,32025.0,Bayes Optimal Teacher,19.0,Congruent,Inference Scaffolding,test,10.374272126764936
3154,s640,39974.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,10.595984521754486
3155,s640,23628.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,10.070187728427126
3156,s640,6197.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,8.731820582962108
3157,s640,14078.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,9.552368574168076
3158,s640,19584.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.882468185312053
3159,s641,7398.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,8.908964972392399
3160,s641,6313.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,8.750366278367625
3161,s641,4927.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,8.502485562543963
3162,s641,2454.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,7.805474625270857
3163,s641,13501.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.510519035757246
3164,s642,13329.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.497697391604019
3165,s642,8905.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.094368195723762
3166,s642,11721.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,9.36913738372318
3167,s642,17153.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,9.749928364409826
3168,s642,27914.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,10.23688363406859
3169,s643,13777.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.5307558140446
3170,s643,7035.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.858652969548489
3171,s643,9110.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,9.117127990254003
3172,s643,8501.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,9.04793908261736
3173,s643,13954.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,9.543521484499182
3174,s644,15957.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,9.677652883410428
3175,s644,5586.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.628018746505122
3176,s644,14961.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,9.613202094214232
3177,s644,8762.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,9.078179468373843
3178,s644,3762.0,Reward Heuristic,19.0,Congruent,Reward Scaffolding,test,8.232706009860976
3179,s645,8114.0,Bayes Optimal Teacher,15.0,Congruent,No Scaffolding,test,9.001346243766392
3180,s645,12348.0,Bayes Optimal Teacher,16.0,Congruent,No Scaffolding,test,9.42124938562205
3181,s645,4476.0,Bayes Optimal Teacher,17.0,Congruent,No Scaffolding,test,8.406485069431817
3182,s645,5925.0,Bayes Optimal Teacher,18.0,Congruent,No Scaffolding,test,8.686935966003333
3183,s645,3711.0,Bayes Optimal Teacher,19.0,Congruent,No Scaffolding,test,8.219056661060598
3184,s646,2079.0,Reward Heuristic,15.0,Congruent,No Scaffolding,test,7.639642287858013
3185,s646,3913.0,Reward Heuristic,16.0,Congruent,No Scaffolding,test,8.272059622210412
3186,s646,3120.0,Reward Heuristic,17.0,Congruent,No Scaffolding,test,8.045588280803528
3187,s646,2922.0,Reward Heuristic,18.0,Congruent,No Scaffolding,test,7.980023592310645
3188,s646,4452.0,Reward Heuristic,19.0,Congruent,No Scaffolding,test,8.401108712395436
3189,s647,9872.0,Bayes Optimal Teacher,15.0,Incongruent,Inference Scaffolding,test,9.197457746145169
3190,s647,5394.0,Bayes Optimal Teacher,16.0,Incongruent,Inference Scaffolding,test,8.593042503699674
3191,s647,7725.0,Bayes Optimal Teacher,17.0,Incongruent,Inference Scaffolding,test,8.952217101765946
3192,s647,7432.0,Bayes Optimal Teacher,18.0,Incongruent,Inference Scaffolding,test,8.913550280493675
3193,s647,22250.0,Bayes Optimal Teacher,19.0,Incongruent,Inference Scaffolding,test,10.010097287594386
3194,s648,10633.0,Reward Heuristic,14.0,Congruent,Reward Scaffolding,test,9.271717651651086
3195,s648,7105.0,Reward Heuristic,15.0,Congruent,Reward Scaffolding,test,8.868554040531201
3196,s648,4017.0,Reward Heuristic,16.0,Congruent,Reward Scaffolding,test,8.298290634359283
3197,s648,15913.0,Reward Heuristic,17.0,Congruent,Reward Scaffolding,test,9.674891664210184
3198,s648,12288.0,Reward Heuristic,18.0,Congruent,Reward Scaffolding,test,9.416378455387454
3199,s649,1987.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,7.594381242551817
3200,s649,2894.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,7.970394907191429
3201,s649,4952.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,8.507546814364431
3202,s649,2939.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,7.985824666418917
3203,s649,3128.0,Reward Heuristic,19.0,Incongruent,Reward Scaffolding,test,8.048149101665201
3204,s650,5645.0,Reward Heuristic,15.0,Incongruent,No Scaffolding,test,8.638525476583762
3205,s650,4543.0,Reward Heuristic,16.0,Incongruent,No Scaffolding,test,8.421342865759403
3206,s650,6166.0,Reward Heuristic,17.0,Incongruent,No Scaffolding,test,8.726805608446096
3207,s650,8316.0,Reward Heuristic,18.0,Incongruent,No Scaffolding,test,9.025936648977904
3208,s650,10886.0,Reward Heuristic,19.0,Incongruent,No Scaffolding,test,9.295232838994146
3209,s651,8756.0,Bayes Optimal Teacher,15.0,Congruent,Reward Scaffolding,test,9.077494458642754
3210,s651,6510.0,Bayes Optimal Teacher,16.0,Congruent,Reward Scaffolding,test,8.781094735202615
3211,s651,4216.0,Bayes Optimal Teacher,17.0,Congruent,Reward Scaffolding,test,8.346642090221199
3212,s651,2684.0,Bayes Optimal Teacher,18.0,Congruent,Reward Scaffolding,test,7.895063498091573
3213,s651,8614.0,Bayes Optimal Teacher,19.0,Congruent,Reward Scaffolding,test,9.061144065614055
3214,s652,13318.0,Reward Heuristic,15.0,Incongruent,Reward Scaffolding,test,9.496871782670567
3215,s652,5968.0,Reward Heuristic,16.0,Incongruent,Reward Scaffolding,test,8.694167141883597
3216,s652,16139.0,Reward Heuristic,17.0,Incongruent,Reward Scaffolding,test,9.688993982035823
3217,s652,9651.0,Reward Heuristic,18.0,Incongruent,Reward Scaffolding,test,9.174816815907135
